fruit,day,image_path,freshness
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9257.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9258.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9259.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9260.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9261.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9262.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9263.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9264.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9265.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9266.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9267.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9268.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9269.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9270.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9271.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9272.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9273.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9274.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9275.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9276.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9278.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9279.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9280.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9281.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9282.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9283.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9284.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9285.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9286.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9287.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9288.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9289.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9290.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9291.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9292.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9293.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9294.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9295.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9296.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9297.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9298.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9299.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9300.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9301.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9302.jpg,1.0
Apple,1,D:\Projects\FreshGuard\data\Apple\Day 1\IMG_9303.jpg,1.0
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9363.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9364.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9365.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9366.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9367.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9368.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9369.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9370.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9371.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9375.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9376.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9377.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9378.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9379.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9380.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9381.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9385.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9387.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9388.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9389.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9390.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9391.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9392.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9393.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9394.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9395.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9396.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9397.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9398.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9399.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9400.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9401.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9403.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9404.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9407.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9408.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9409.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9410.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9411.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9412.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9414.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9415.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9416.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9417.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9420.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9421.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9422.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9423.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9424.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9427.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9428.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9429.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9430.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9431.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9435.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9436.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9437.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9438.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9439.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9440.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9441.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9445.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9446.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9447.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9448.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9449.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9450.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9454.jpg,0.978
Apple,2,D:\Projects\FreshGuard\data\Apple\Day 2\IMG_9455.jpg,0.978
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9902.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9903.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9904.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9905.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9906.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9907.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9908.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9909.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9910.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9911.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9912.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9913.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9914.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9915.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9916.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9917.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9918.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9919.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9920.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9921.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9922.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9923.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9924.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9928.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9929.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9930.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9931.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9932.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9933.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9934.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9935.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9936.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9937.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9938.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9939.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9940.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9941.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9942.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9943.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9944.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9945.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9946.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9948.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9949.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9950.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9951.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9952.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9953.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9954.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9956.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9957.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9962.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9963.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9964.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9965.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9966.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9967.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9968.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9969.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9970.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9971.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9972.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9973.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9974.jpg,0.956
Apple,3,D:\Projects\FreshGuard\data\Apple\Day 3\IMG_9975.jpg,0.956
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0496.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0497.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0498.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0499.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0500.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0501.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0502.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0503.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0504.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0505.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0506.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0507.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0508.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0509.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0510.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0511.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0512.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0513.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0514.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0515.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0516.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0517.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0518.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0519.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0520.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0522.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0523.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0524.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0525.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0526.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0527.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0528.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0529.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0530.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0531.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0532.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0533.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0534.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0535.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0536.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0537.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0538.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0539.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0540.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0541.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0542.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0543.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0544.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0545.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0546.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0547.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0548.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0549.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0550.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0551.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0553.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0554.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0555.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0556.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0557.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0558.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0559.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0560.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0561.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0562.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0563.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0564.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0565.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0566.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0567.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0568.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0569.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0570.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0571.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0572.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0573.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0574.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0575.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0576.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0577.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0578.jpg,0.933
Apple,4,D:\Projects\FreshGuard\data\Apple\Day 4\IMG_0579.jpg,0.933
Banana,1,D:\Projects\FreshGuard\data\Banana\Day 1\IMG_9076.jpg,1.0
Banana,1,D:\Projects\FreshGuard\data\Banana\Day 1\IMG_9077.jpg,1.0
Banana,1,D:\Projects\FreshGuard\data\Banana\Day 1\IMG_9078.jpg,1.0
